p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.96504757328e-18	4.74407611725e-17	GO:0048583	b	3	regulation of response to stimulus	94; 348; 399; 857; 915; 920; 940; 942; 972; 1012; 1240; 1601; 1634; 1901; 2303; 2305; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 4854; 5008; 5138; 5341; 5396; 5698; 6280; 6424; 6556; 6608; 6688; 7040; 7041; 7042; 7097; 7099; 7128; 8091; 4855; 23213; 9212; 9464; 11006; 114548; 149628; 150372; 84868; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; TLR2; ITGA3; TGFB2; CD4; CD28; FOXM1; TNFAIP3; HAND2; HCK; DAB2; PDE2A; CAV1; DCN; MEF2C; APOE; LILRB4; NLRP3; SLC11A1; SPI1; S1PR1; ITGB2; CD86; OSM; ICAM1; SULF1; MNDA; S100A9; GREM1; ACVRL1; TLR4; HMGA2; SOX17; PYHIN1; RHOH; TGFB1I1; CXCL10; PLEK; SMO; SFRP4; NOTCH4; CD3D; DKK3; IL16; NOTCH3; IL6; NFAM1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	4298	4064
7.40946973301e-18	1.74636571108e-16	GO:0002520	b	2	immune system development	87; 399; 915; 920; 940; 942; 944; 972; 2313; 3569; 4066; 4208; 5008; 5341; 5450; 5698; 6688; 7040; 7042; 7097; 7099; 7128; 7153; 4855; 8320; 9464; 10320; 11006; 114548; 150372; 84868	CD74; TGFB1; TGFB2; CD4; HAND2; IKZF1; TLR2; SPI1; LILRB4; NLRP3; CD86; EOMES; TNFSF8; OSM; MEF2C; TOP2A; CD28; LYL1; PSMB9; FLI1; RHOH; PLEK; ACTN1; POU2AF1; NOTCH4; TNFAIP3; IL6; NFAM1; TLR4; CD3D; HAVCR2	990	941
8.80520526593e-18	1.74636571108e-16	GO:0050789	b	2	regulation of biological process	87; 94; 322; 332; 348; 399; 857; 890; 915; 920; 940; 942; 944; 972; 1012; 1063; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4066; 4208; 4332; 4854; 5008; 5138; 5341; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 11178; 56917; 114548; 149628; 84525; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	PLK1; DAB2; CAV1; DCN; APBB1; DLGAP5; CD28; CENPF; FLI1; CXCL10; SMO; POU2AF1; TLR2; TLR4; PRRX1; LZTS1; CD3D; CAVIN1; ITGA3; GREM1; SOX18; APOE; SLC11A1; MEIS3; SOX17; OSM; TGFB1I1; TOP2A; ACVRL1; TFEC; RHOH; HCK; ZEB1; ZEB2; HOPX; TNFAIP3; MEF2C; DEPDC1; FLNA; FOXC2; CD74; NCF1; TGFB2; CD4; FOXM1; IKZF1; SPI1; NLRP3; PLEK; S1PR1; CD86; TNFSF8; FOSL1; ICAM1; S100A9; LYL1; HMGA2; VGLL3; SFRP4; IL16; IL6; PSMB9; CDC45; TGFB1; CDH13; BIRC5; PYHIN1; ERG; MYOCD; HAND2; NOTCH3; MSC; CCNA2; TMIGD3; SULF1; EOMES; AURKB; MNDA; ITGB2; LILRB4; ACTN1; BNC2; NOTCH4; DKK3; PDE2A; NFAM1; KANK2; CMKLR1; HAVCR2	11854	11158
3.0674607993e-17	4.68484922074e-16	GO:0010033	b	3	response to organic substance	94; 332; 348; 857; 890; 920; 942; 944; 972; 1012; 1240; 1601; 1634; 1901; 2303; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 5008; 5138; 5698; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 8061; 23213; 9242; 11006; 114548; 149628; 84868; 25959; 26585; 93649; 27122; 64321	CD74; TGFB1; CDH13; FOSL1; BIRC5; ITGA3; TGFB2; CD4; ITGB2; TNFAIP3; HCK; DAB2; SOX17; MSC; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; S1PR1; SULF1; CD86; TNFSF8; OSM; ICAM1; MNDA; S100A9; GREM1; ACVRL1; TLR4; PYHIN1; SPI1; TGFB1I1; CXCL10; ZEB1; SMO; SFRP4; TLR2; DKK3; IL16; PDE2A; IL6; KANK2; PSMB9; CMKLR1; FOXC2; HAVCR2; MYOCD	3181	3106
4.62070765692e-17	1.12437219652e-15	GO:0048514	b	4	blood vessel morphogenesis	94; 348; 857; 1012; 1634; 1901; 2303; 2316; 3569; 3627; 3689; 5396; 6608; 6688; 7040; 7042; 7128; 8091; 4855; 23213; 9464; 54345; 26585; 93649; 64321	TGFB1; CDH13; TGFB2; SMO; ITGB2; MYOCD; HAND2; CAV1; DCN; SPI1; S1PR1; SULF1; SOX17; GREM1; SOX18; ACVRL1; HMGA2; APOE; CXCL10; NOTCH4; TNFAIP3; IL6; PRRX1; FLNA; FOXC2	588	579
7.2022779439e-17	1.68245212769e-15	GO:0072359	b	4	circulatory system development	94; 348; 857; 1012; 1634; 1901; 2303; 2316; 3569; 3627; 3675; 3689; 4066; 4208; 5138; 5396; 6608; 6688; 7040; 7042; 7128; 8061; 8091; 4855; 23213; 8320; 9464; 54345; 26585; 93649; 64321	TGFB1; CDH13; ITGA3; TGFB2; SMO; ITGB2; MYOCD; HAND2; CAV1; DCN; IL6; SPI1; S1PR1; SULF1; SOX17; EOMES; FOSL1; GREM1; SOX18; ACVRL1; LYL1; HMGA2; APOE; CXCL10; NOTCH4; TNFAIP3; PDE2A; MEF2C; PRRX1; FLNA; FOXC2	1040	1020
8.69077124346e-17	1.26960832078e-15	GO:0051090	b	3	regulation of DNA-binding transcription factor activity	857; 1240; 2316; 3055; 3383; 3569; 3689; 6280; 6424; 6608; 7097; 7099; 7128; 8061; 8320; 9464; 114548; 150372; 84868; 57413; 26585; 93649	SMO; GREM1; MYOCD; HAND2; CAV1; IL6; NLRP3; TMIGD3; EOMES; FOSL1; ICAM1; S100A9; ITGB2; HCK; SFRP4; TNFAIP3; TLR2; NFAM1; TLR4; FLNA; CMKLR1; HAVCR2	429	420
9.21077733831e-17	2.06888229445e-15	GO:0071310	b	4	cellular response to organic substance	94; 332; 857; 890; 920; 942; 944; 972; 1240; 1601; 1634; 1901; 2303; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 5008; 5138; 5698; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 23213; 9242; 11006; 114548; 149628; 84868; 25959; 26585; 93649; 27122; 64321	CD74; TGFB1; TGFB2; BIRC5; ITGA3; PYHIN1; CD4; ITGB2; TNFAIP3; HCK; DAB2; SOX17; MSC; CAV1; DCN; IL6; SPI1; CCNA2; NLRP3; S1PR1; SULF1; CD86; TNFSF8; OSM; ICAM1; MNDA; TGFB1I1; GREM1; ACVRL1; TLR4; LILRB4; CXCL10; ZEB1; SMO; SFRP4; TLR2; DKK3; IL16; PDE2A; MEF2C; KANK2; PSMB9; CMKLR1; FOXC2; HAVCR2; MYOCD	2602	2547
1.10668086985e-16	2.3937097333e-15	GO:0046649	b	4	lymphocyte activation	399; 857; 915; 920; 940; 942; 944; 972; 3383; 3569; 3689; 4066; 4208; 4332; 5450; 6556; 6688; 7040; 7099; 7128; 8320; 10320; 11006; 114548; 150372; 84868	CD74; TGFB1; CD4; ITGB2; IKZF1; CAV1; MEF2C; SPI1; LILRB4; NLRP3; SLC11A1; CD86; EOMES; TNFSF8; ICAM1; MNDA; CD28; LYL1; RHOH; POU2AF1; TNFAIP3; IL6; NFAM1; TLR4; CD3D; HAVCR2	762	666
1.19747972021e-16	2.03571552436e-15	GO:0007154	b	2	cell communication	94; 322; 332; 348; 399; 857; 890; 915; 920; 940; 942; 944; 972; 1012; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 4854; 5008; 5138; 5341; 5347; 5396; 5698; 6280; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 8061; 8091; 4855; 23213; 9212; 9464; 9787; 11006; 11178; 114548; 149628; 150372; 84868; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; TLR2; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; CD28; ERG; FOXM1; TNFAIP3; HAND2; CXCL10; DAB2; PDE2A; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; TMIGD3; SPI1; S1PR1; APBB1; ITGB2; CD86; TNFSF8; OSM; ICAM1; SULF1; MNDA; S100A9; GREM1; LZTS1; ACVRL1; TLR4; DLGAP5; HMGA2; SOX17; PYHIN1; RHOH; ZEB1; TGFB1I1; HCK; PLEK; SMO; SFRP4; NOTCH4; CD3D; DKK3; IL16; NOTCH3; IL6; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	6715	6318
1.35365133754e-16	2.82332993259e-15	GO:0045595	b	4	regulation of cell differentiation	94; 348; 399; 857; 920; 940; 942; 972; 1240; 1601; 2316; 3569; 3627; 3675; 4208; 5008; 5396; 5698; 6280; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 4855; 9464; 9839; 11006; 11178; 114548; 84525; 150372; 26585; 93649; 64321	CD74; TGFB1; TGFB2; ITGA3; SMO; ACVRL1; MYOCD; HAND2; DAB2; SOX17; CAV1; MEF2C; APOE; LILRB4; NLRP3; CD86; S100A9; OSM; GREM1; LZTS1; CD28; TLR4; SPI1; TGFB1I1; CXCL10; ZEB1; ZEB2; CD4; HOPX; SFRP4; NOTCH4; TLR2; IL6; NFAM1; RHOH; PSMB9; PRRX1; FLNA; CMKLR1	1844	1784
1.53377943796e-16	3.08871445437e-15	GO:0048534	b	4	hematopoietic or lymphoid organ development	87; 399; 915; 920; 940; 942; 944; 972; 2313; 3569; 4066; 4208; 5008; 5341; 5450; 5698; 6688; 7040; 7042; 7097; 7099; 7153; 4855; 8320; 9464; 10320; 11006; 114548; 150372	CD74; TGFB1; TGFB2; CD4; HAND2; IKZF1; TLR2; SPI1; LILRB4; NLRP3; CD86; EOMES; TNFSF8; OSM; MEF2C; TOP2A; CD28; LYL1; PSMB9; FLI1; RHOH; PLEK; ACTN1; POU2AF1; NOTCH4; IL6; NFAM1; TLR4; CD3D	930	890
1.72804536089e-16	2.57046747433e-15	GO:0044237	b	2	cellular metabolic process	87; 94; 322; 332; 348; 399; 857; 890; 920; 940; 942; 944; 972; 1012; 1063; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3627; 3675; 3689; 4066; 4208; 4854; 5008; 5138; 5341; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 11178; 56917; 114548; 149628; 84525; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	PLK1; DAB2; CAV1; DCN; APBB1; DLGAP5; CD28; CENPF; FLI1; CXCL10; SMO; POU2AF1; TLR2; TLR4; PRRX1; LZTS1; CAVIN1; ITGA3; GREM1; SOX18; APOE; SLC11A1; MEIS3; SOX17; OSM; TGFB1I1; TOP2A; ACVRL1; TFEC; RHOH; HCK; ZEB1; ZEB2; HOPX; TNFAIP3; MEF2C; DEPDC1; FLNA; FOXC2; CD74; NCF1; TGFB2; CD4; FOXM1; IKZF1; SPI1; NLRP3; PLEK; S1PR1; CD86; TNFSF8; FOSL1; ICAM1; S100A9; LYL1; HMGA2; VGLL3; SFRP4; IL6; PSMB9; CDC45; TGFB1; CDH13; BIRC5; PYHIN1; ERG; MYOCD; HAND2; NOTCH3; MSC; CCNA2; TMIGD3; SULF1; EOMES; AURKB; ITGB2; LILRB4; ACTN1; BNC2; NOTCH4; DKK3; PDE2A; NFAM1; KANK2; CMKLR1; HAVCR2	10863	10370
2.00043946483e-16	2.80061525076e-15	GO:0070887	b	3	cellular response to chemical stimulus	94; 332; 348; 857; 890; 920; 942; 944; 972; 1240; 1601; 1634; 1901; 2303; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 5008; 5138; 5698; 6280; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 8091; 23213; 9242; 11006; 114548; 149628; 84868; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; TGFB2; BIRC5; ITGA3; PYHIN1; CD4; ITGB2; TNFAIP3; HCK; DAB2; SOX17; MSC; CAV1; DCN; IL6; APOE; CCNA2; LILRB4; NLRP3; S1PR1; SULF1; CD86; TNFSF8; OSM; ICAM1; MNDA; S100A9; GREM1; ACVRL1; TLR4; HMGA2; SPI1; TGFB1I1; CXCL10; ZEB1; SMO; SFRP4; TLR2; DKK3; IL16; PDE2A; MEF2C; KANK2; PSMB9; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	3189	3109
2.55365946275e-16	3.11654177328e-15	GO:0007165	b	2	signal transduction	94; 322; 332; 348; 399; 857; 890; 915; 920; 940; 942; 944; 972; 1012; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 4854; 5008; 5138; 5341; 5347; 5396; 5698; 6280; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 4855; 23213; 9212; 9464; 9787; 11006; 114548; 149628; 150372; 84868; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; TLR2; PLK1; BIRC5; ITGA3; TGFB2; CD4; CD28; ERG; FOXM1; TNFAIP3; HAND2; CXCL10; DAB2; PDE2A; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; TMIGD3; SPI1; S1PR1; APBB1; ITGB2; CD86; TNFSF8; OSM; ICAM1; SULF1; MNDA; S100A9; GREM1; ACVRL1; TLR4; DLGAP5; SOX17; PYHIN1; RHOH; ZEB1; TGFB1I1; HCK; PLEK; SMO; SFRP4; NOTCH4; CD3D; DKK3; IL16; NOTCH3; IL6; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	6210	5821
2.61894266662e-16	3.11654177328e-15	GO:0006807	b	2	nitrogen compound metabolic process	87; 94; 322; 332; 348; 399; 857; 890; 920; 940; 942; 944; 972; 1012; 1063; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3627; 3675; 3689; 4066; 4208; 4854; 5008; 5138; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 56917; 114548; 149628; 84525; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; ERG; FOXM1; SULF1; HAND2; CXCL10; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; TMIGD3; SPI1; S1PR1; MEIS3; APBB1; ITGB2; CD86; EOMES; CAVIN1; TNFSF8; OSM; ICAM1; DLGAP5; S100A9; GREM1; TOP2A; SOX18; CD28; LYL1; TLR4; TFEC; CENPF; FLI1; VGLL3; PYHIN1; CDC45; RHOH; ACVRL1; TGFB1I1; SOX17; HCK; ZEB1; ZEB2; SMO; ACTN1; HOPX; SFRP4; POU2AF1; HMGA2; TLR2; BNC2; DKK3; TNFAIP3; NOTCH3; IL6; NOTCH4; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	10378	9778
2.68286098931e-16	5.22263605919e-15	GO:0016477	b	4	cell migration	94; 348; 399; 857; 972; 1012; 1240; 1601; 1634; 1901; 2303; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 6280; 6608; 7040; 7042; 7128; 23213; 9464; 9839; 114548; 54345; 57413; 25959; 26585; 93649; 64321	CD74; TGFB1; CDH13; ITGA3; TGFB2; SMO; ITGB2; TNFAIP3; HAND2; HCK; DAB2; CAV1; DCN; MEF2C; APOE; NLRP3; TMIGD3; S1PR1; SULF1; SOX17; S100A9; ICAM1; GREM1; SOX18; ACVRL1; RHOH; CXCL10; ZEB2; IL16; IL6; KANK2; FLNA; CMKLR1; FOXC2; MYOCD	1521	1423
3.42127398087e-16	6.44523872525e-15	GO:0009966	b	4	regulation of signal transduction	94; 348; 399; 857; 920; 940; 942; 972; 1012; 1240; 1601; 1634; 2305; 2316; 3383; 3569; 3675; 4208; 4854; 5008; 5138; 5341; 5396; 5698; 6280; 6424; 6608; 6688; 7040; 7041; 7042; 7097; 7099; 7128; 4855; 23213; 9212; 9464; 11006; 114548; 149628; 150372; 84868; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; ITGA3; TGFB2; CD4; ACVRL1; FOXM1; MYOCD; HAND2; DAB2; NOTCH3; CAV1; DCN; MEF2C; APOE; LILRB4; NLRP3; SPI1; SULF1; CD86; OSM; ICAM1; S100A9; GREM1; CD28; TLR4; SOX17; PYHIN1; RHOH; TGFB1I1; PLEK; SMO; SFRP4; NOTCH4; TLR2; DKK3; TNFAIP3; PDE2A; IL6; NFAM1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; HAVCR2	3083	3016
5.21644217694e-16	5.64324199142e-15	GO:0006950	b	2	response to stress	87; 94; 322; 348; 857; 890; 920; 940; 944; 972; 1240; 1634; 2303; 2305; 2316; 3055; 3383; 3569; 3603; 3627; 3689; 4208; 4332; 5008; 5138; 5341; 5347; 5396; 5698; 22797; 6280; 6556; 6608; 6688; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 8318; 9464; 11006; 114548; 149628; 150372; 84868; 57413; 26585; 93649; 653361	CD74; TGFB1; TGFB2; FOSL1; PLK1; PYHIN1; CD4; CD28; FOXM1; TNFAIP3; HAND2; HCK; TLR2; CAV1; DCN; IL6; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; TMIGD3; APBB1; ITGB2; TNFSF8; OSM; ICAM1; MNDA; S100A9; GREM1; TOP2A; ACVRL1; TLR4; TFEC; HMGA2; CDC45; SPI1; TGFB1I1; CXCL10; PLEK; SMO; ACTN1; NOTCH4; IL16; PDE2A; MEF2C; NFAM1; PSMB9; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	4192	3889
6.19831904303e-16	6.14666638434e-15	GO:0001775	b	2	cell activation	87; 348; 399; 857; 915; 920; 940; 942; 944; 972; 2316; 3383; 3569; 3627; 3689; 4066; 4208; 4332; 5341; 5450; 6280; 6556; 6608; 6688; 7040; 7097; 7099; 7128; 8320; 10320; 11006; 114548; 150372; 84868	CD74; TGFB1; CD4; CD28; TLR2; IKZF1; CAV1; MEF2C; APOE; LILRB4; NLRP3; SLC11A1; SPI1; CD86; EOMES; TNFSF8; S100A9; ICAM1; MNDA; ITGB2; LYL1; RHOH; CXCL10; PLEK; SMO; ACTN1; POU2AF1; TNFAIP3; IL6; NFAM1; TLR4; FLNA; CD3D; HAVCR2	1477	1368
8.06717825449e-16	7.38457086373e-15	GO:0044238	b	2	primary metabolic process	87; 94; 322; 332; 348; 399; 857; 890; 920; 940; 942; 944; 972; 1012; 1063; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3627; 3675; 3689; 4066; 4208; 4854; 5008; 5138; 5341; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 56917; 114548; 149628; 84525; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; ERG; FOXM1; SULF1; HAND2; CXCL10; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; TMIGD3; SPI1; S1PR1; MEIS3; APBB1; ITGB2; CD86; EOMES; CAVIN1; TNFSF8; OSM; ICAM1; DLGAP5; S100A9; GREM1; TOP2A; SOX18; CD28; LYL1; TLR4; TFEC; CENPF; FLI1; VGLL3; PYHIN1; CDC45; RHOH; ZEB1; ACVRL1; TGFB1I1; SOX17; HCK; PLEK; ZEB2; SMO; ACTN1; HOPX; SFRP4; POU2AF1; HMGA2; TLR2; BNC2; DKK3; TNFAIP3; NOTCH3; IL6; NOTCH4; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	10846	10236
9.62485253155e-16	1.29358018024e-14	GO:0035239	b	3	tube morphogenesis	94; 348; 857; 1012; 1634; 1901; 2303; 2316; 3569; 3627; 3689; 4208; 5396; 6608; 6688; 7040; 7042; 7128; 8091; 4855; 23213; 8320; 9464; 54345; 26585; 93649; 64321	TGFB1; CDH13; TGFB2; SMO; ITGB2; MYOCD; HAND2; CAV1; DCN; IL6; SPI1; S1PR1; SULF1; SOX17; EOMES; GREM1; SOX18; ACVRL1; HMGA2; APOE; CXCL10; NOTCH4; TNFAIP3; MEF2C; PRRX1; FLNA; FOXC2	812	801
1.1760883486e-15	9.04498066916e-15	GO:0051716	b	2	cellular response to stimulus	94; 322; 332; 348; 399; 857; 890; 915; 920; 940; 942; 944; 972; 1012; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 4332; 4854; 5008; 5138; 5341; 5347; 5396; 5698; 22797; 6280; 6424; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 9212; 9242; 9464; 9787; 11006; 114548; 149628; 150372; 84868; 55635; 57413; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; TLR2; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; CD28; ERG; FOXM1; TNFAIP3; HAND2; CXCL10; DAB2; PDE2A; MSC; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; TMIGD3; SPI1; S1PR1; APBB1; ITGB2; CD86; TNFSF8; OSM; ICAM1; SULF1; MNDA; S100A9; GREM1; TOP2A; ACVRL1; TLR4; TFEC; DLGAP5; HMGA2; SOX17; PYHIN1; CDC45; RHOH; ZEB1; TGFB1I1; HCK; PLEK; SMO; SFRP4; NOTCH4; CD3D; DKK3; IL16; NOTCH3; IL6; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CMKLR1; FOXC2; HAVCR2; MYOCD	7661	7189
1.21613185468e-15	9.04498066916e-15	GO:0048870	b	2	cell motility	94; 348; 399; 857; 972; 1012; 1240; 1601; 1634; 1901; 2303; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 6280; 6608; 7040; 7042; 7128; 23213; 9464; 9839; 114548; 54345; 284119; 57413; 25959; 26585; 93649; 64321	CD74; TGFB1; CDH13; ITGA3; TGFB2; SMO; ITGB2; TNFAIP3; HAND2; HCK; DAB2; CAV1; DCN; MEF2C; APOE; NLRP3; TMIGD3; S1PR1; SULF1; SOX17; CAVIN1; S100A9; ICAM1; GREM1; SOX18; ACVRL1; RHOH; CXCL10; ZEB2; IL16; IL6; KANK2; FLNA; CMKLR1; FOXC2; MYOCD	1700	1593
1.21613185468e-15	9.04498066916e-15	GO:0051674	b	2	localization of cell	94; 348; 399; 857; 972; 1012; 1240; 1601; 1634; 1901; 2303; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4208; 6280; 6608; 7040; 7042; 7128; 23213; 9464; 9839; 114548; 54345; 284119; 57413; 25959; 26585; 93649; 64321	CD74; TGFB1; CDH13; ITGA3; TGFB2; SMO; ITGB2; TNFAIP3; HAND2; HCK; DAB2; CAV1; DCN; MEF2C; APOE; NLRP3; TMIGD3; S1PR1; SULF1; SOX17; CAVIN1; S100A9; ICAM1; GREM1; SOX18; ACVRL1; RHOH; CXCL10; ZEB2; IL16; IL6; KANK2; FLNA; CMKLR1; FOXC2; MYOCD	1700	1593
1.91887406173e-15	3.50194516266e-14	GO:0051094	b	4	positive regulation of developmental process	94; 348; 399; 920; 940; 942; 972; 1240; 1601; 1634; 2303; 2316; 3569; 3675; 3689; 4208; 6280; 6424; 6608; 6935; 7040; 7041; 7042; 7097; 7128; 8091; 9464; 9839; 11006; 114548; 26585; 93649; 64321	CD74; TGFB1; TGFB2; ITGA3; SMO; ITGB2; MYOCD; HAND2; DAB2; SOX17; DCN; IL6; APOE; LILRB4; NLRP3; CD86; S100A9; TGFB1I1; GREM1; CD28; HMGA2; RHOH; ACVRL1; ZEB1; ZEB2; CD4; SFRP4; TLR2; TNFAIP3; MEF2C; FLNA; CMKLR1; FOXC2	1349	1327
4.03148858116e-15	7.13451312545e-14	GO:0009892	b	4	negative regulation of metabolic process	94; 322; 332; 348; 399; 857; 940; 1063; 1601; 2303; 2305; 2316; 3569; 3689; 4208; 5138; 5341; 5347; 5396; 5698; 22797; 6556; 6608; 6688; 6935; 7040; 7042; 7099; 7128; 8091; 4855; 8318; 8320; 9212; 9242; 9464; 9839; 10320; 11006; 11178; 84868; 54345; 55635; 25959; 26585; 93649; 27122	TGFB1; TGFB2; PLK1; BIRC5; SMO; CD28; ITGB2; FOXM1; MYOCD; HAND2; DAB2; MSC; IKZF1; CAV1; SOX18; IL6; APOE; LILRB4; SLC11A1; SPI1; APBB1; EOMES; AURKB; GREM1; LZTS1; ACVRL1; TLR4; TFEC; CENPF; HMGA2; CDC45; RHOH; ZEB1; PLEK; ZEB2; NOTCH4; DKK3; TNFAIP3; PDE2A; MEF2C; DEPDC1; KANK2; PSMB9; PRRX1; FLNA; FOXC2; HAVCR2	3076	2936
