MR Padj NES Cancer Median_INV_High Median_INV_Low
MNDA 2.18145925558419e-05 2.87947191197214 BLCA 0.0566068700816355 -0.123224254532994
HTRA3 2.18145925558419e-05 2.79840007966609 BLCA 0.0657176493006797 -0.124934242397721
BARX2 2.18145925558419e-05 1.82230049817787 BLCA 0.0105343723703196 -0.0474908211134848
PTGIS 2.18145925558419e-05 2.66280558435459 BLCA 0.0538801032363335 -0.0952435741971531
LMCD1 2.18145925558419e-05 2.49193119155522 BLCA 0.0835415517768082 -0.134722929435453
FLI1 2.18145925558419e-05 2.11804524828056 BLCA 0.0759163235971422 -0.125965954244816
FGF7 2.18145925558419e-05 2.87397464342056 BLCA 0.068525194851151 -0.125940770381986
HAVCR2 2.18145925558419e-05 2.8934257199046 BLCA 0.0587514776527779 -0.137828529930789
GREM1 2.18145925558419e-05 2.88233110510895 BLCA 0.0669914538144947 -0.131159678338378
RUNX3 2.18145925558419e-05 2.15609480049811 BLCA 0.0558363505250772 -0.127151790506807
RUNX1T1 2.18145925558419e-05 2.74713766003905 BLCA 0.0639114908795076 -0.112914352569621
CD28 2.18145925558419e-05 2.69427735310259 BLCA 0.0676530933940811 -0.141287430605982
ZNF469 2.18145925558419e-05 2.72539295158697 BLCA 0.0630087798456281 -0.117428891101409
DCN 2.18145925558419e-05 2.93682672022396 BLCA 0.0937898724867237 -0.159449742130186
ZBED2 2.18145925558419e-05 2.04152407519462 BLCA 0.0703223021135903 -0.118450898275528
TCF4 2.18145925558419e-05 2.20297111442364 BLCA 0.0788175082425488 -0.139680355414291
LILRB4 2.18145925558419e-05 2.93377388647001 BLCA 0.063341214106616 -0.135872289606786
TGFB1I1 2.18145925558419e-05 2.50078675878703 BLCA 0.0921405160584427 -0.163811969695541
ROR2 2.18145925558419e-05 2.37719714661079 BLCA 0.0704228284180431 -0.12236525973656
BNC1 2.18145925558419e-05 1.85769393029838 BLCA 0.0665639731171044 -0.143453107911269
ACVRL1 2.18145925558419e-05 2.32295663265701 BLCA 0.0642903946239494 -0.112361352710107
INHBA 2.18145925558419e-05 2.63165026074316 BLCA 0.0630532339773857 -0.112687520695705
GLI2 2.18145925558419e-05 2.75947507241781 BLCA 0.0690123975532184 -0.134736264288273
ENG 2.18145925558419e-05 2.11334984857711 BLCA 0.0704550457993309 -0.110425490350936
MSC 2.18145925558419e-05 2.68235432611866 BLCA 0.06502533371586 -0.128121366191196
TFEC 2.18145925558419e-05 2.21972232680989 BLCA 0.0713853306116599 -0.13702450746446
SFRP2 2.18145925558419e-05 2.80206028288064 BLCA 0.100632548545055 -0.147515404444136
HES2 2.18145925558419e-05 2.15157983237431 BLCA 0.0427944841923959 -0.122857853041494
LOXL2 2.18145925558419e-05 2.74975097056475 BLCA 0.0674869565306711 -0.13249283593445
KLHL6 2.18145925558419e-05 1.9515182076312 BLCA 0.0697274129815368 -0.133077199292715
LDB2 2.18145925558419e-05 2.3932109838576 BLCA 0.0558193803431976 -0.0882170245503951
HEYL 2.18145925558419e-05 2.31993563811718 BLCA 0.0520865883191023 -0.0858161994247768
TCEAL2 2.18145925558419e-05 2.44642436361077 BLCA 0.0678416502762595 -0.110653320938675
HMGA2 2.18145925558419e-05 1.87543814214987 BLCA 0.0614321131095415 -0.148598826859087
LEF1 2.18145925558419e-05 1.82270757367005 BLCA 0.0904616666131221 -0.155818491715376
ECM1 2.18145925558419e-05 2.39563475640966 BLCA 0.0723565411730328 -0.131329061643877
SULF1 2.18145925558419e-05 2.95825350012491 BLCA 0.0757685031352702 -0.111269571768261
S1PR1 2.18145925558419e-05 2.41625015808321 BLCA 0.064556419713765 -0.114279843273862
TCEAL7 2.18145925558419e-05 2.46640691221628 BLCA 0.0642129265267994 -0.123250361154874
NLRC3 2.18145925558419e-05 2.51030512423334 BLCA 0.0595584108738648 -0.124107657368324
APOE 2.18145925558419e-05 2.13717592232818 BLCA 0.0880709163483691 -0.161419810694159
FOXF1 2.18145925558419e-05 2.22890957552879 BLCA 0.042569410749701 -0.0723976613292219
TMEM100 2.18145925558419e-05 2.30688080647854 BLCA 0.0484109387911672 -0.0830181787011274
SLA2 2.18145925558419e-05 2.72260803630024 BLCA 0.0522200313187699 -0.134193642787612
AFF3 2.18145925558419e-05 2.23726751644679 BLCA 0.0594195418526722 -0.084337007334753
CD80 2.18145925558419e-05 2.58882807084637 BLCA 0.0502714573342669 -0.102903798713821
CD3D 2.18145925558419e-05 2.64280681943681 BLCA 0.0592142650890422 -0.10576586319204
EFEMP1 2.18145925558419e-05 2.37714206429236 BLCA 0.057520770426244 -0.142276874227412
CSDC2 2.18145925558419e-05 2.78630979588582 BLCA 0.0818593804828721 -0.152623215111505
COL1A1 2.18145925558419e-05 2.96020779051368 BLCA 0.0610590039685535 -0.124876014630003
LUM 2.18145925558419e-05 2.86644307872188 BLCA 0.0762404580901042 -0.138907490123869
IRF1 2.18145925558419e-05 2.12677314073514 BLCA 0.0605039186444032 -0.113116306800831
SFRP4 2.18145925558419e-05 2.89755572154225 BLCA 0.0750028599073215 -0.129706115267905
CHRDL1 2.18145925558419e-05 2.58325057317162 BLCA 0.0654247102067859 -0.118035792240067
TMIGD3 2.18145925558419e-05 2.55284034171396 BLCA 0.0765867473966557 -0.163896931987519
PAM 2.18145925558419e-05 1.8611678619693 BLCA 0.0749170344416886 -0.118922008301261
LZTS1 2.18145925558419e-05 2.40112225628803 BLCA 0.0593043672571036 -0.0943598936340309
IRF4 2.18145925558419e-05 2.74316897594844 BLCA 0.0731008388652215 -0.146058123525153
RAMP3 2.18145925558419e-05 2.20011794008152 BLCA 0.0519310042297283 -0.0767748450926149
IGF1 2.18145925558419e-05 2.56999060522804 BLCA 0.0769124397023321 -0.130442350728376
PYHIN1 2.18145925558419e-05 2.7649493516768 BLCA 0.0586622678994878 -0.130021686630736
ZNF366 2.18145925558419e-05 1.94864724210888 BLCA 0.0459076212812256 -0.0647460843515763
HAND2 2.18145925558419e-05 2.76437772600526 BLCA 0.0951783194793693 -0.13869366441975
DACT1 2.18145925558419e-05 2.71140906185576 BLCA 0.0635743883887025 -0.119527325270167
SCML4 2.18145925558419e-05 2.53980725055752 BLCA 0.0742664216277211 -0.136955170503959
ZNF831 2.18145925558419e-05 2.69109488980316 BLCA 0.0913090486547105 -0.139304108530183
FGF10 2.18145925558419e-05 2.60161134945288 BLCA 0.054479672547344 -0.0970273807388137
NLRC5 2.18145925558419e-05 2.26165734655396 BLCA 0.0434487573061669 -0.112995501152229
PSMB9 2.18145925558419e-05 2.46365963696651 BLCA 0.0374102828969954 -0.0893337222463158
BCL6B 2.18145925558419e-05 2.3479443513332 BLCA 0.0556096450864905 -0.08084020168771
SOX17 2.18145925558419e-05 2.13161266366014 BLCA 0.0566928800968921 -0.0830487241988449
DNAJB5 2.18145925558419e-05 2.0766328257493 BLCA 0.0660750887987174 -0.138541912307338
WNT2 2.18145925558419e-05 2.6595657025548 BLCA 0.0980723241487585 -0.125435240146336
S100A8 2.18145925558419e-05 2.11876868134041 BLCA 0.0452854413444312 -0.127031318416711
GAS6 2.18145925558419e-05 2.22898591513761 BLCA 0.093264233588988 -0.164619011741388
STAT1 2.18145925558419e-05 2.12041370461631 BLCA 0.0435988633516147 -0.109151762741826
MYOCD 2.18145925558419e-05 2.57230361008742 BLCA 0.0297862297281261 -0.0505867422209468
CHRD 2.18145925558419e-05 2.62439760375075 BLCA 0.079640973683637 -0.134113232313239
CIITA 2.18145925558419e-05 2.10845534946505 BLCA 0.0652079316948542 -0.122724850126557
SLC11A1 2.18145925558419e-05 2.23333318897023 BLCA 0.0671231136449243 -0.113131466645403
SP140 2.18145925558419e-05 2.55998620699745 BLCA 0.0743842020679943 -0.14205089105223
TBX21 2.18145925558419e-05 2.56175208801268 BLCA 0.0429458839846145 -0.113118427424693
TNIP3 2.18145925558419e-05 2.41014552306273 BLCA 0.0365457290475627 -0.0928636623401929
CYR61 2.18145925558419e-05 2.01453671173948 BLCA 0.080498126415749 -0.131661208303352
BATF2 2.18145925558419e-05 2.23046892400013 BLCA 0.0499278255302515 -0.0908111994182538
TCF21 2.18145925558419e-05 2.21122561099692 BLCA 0.0291389142771784 -0.0264674237263647
SPIB 2.18145925558419e-05 2.2300394138344 BLCA 0.0696594307989121 -0.14340309635459
MEOX2 2.18145925558419e-05 2.53921486360782 BLCA 0.0809752470892404 -0.138538174280994
MEOX1 2.18145925558419e-05 2.34395194243283 BLCA 0.0638017675557335 -0.113502882826261
LPXN 2.18145925558419e-05 1.8917366122347 BLCA 0.079704944117374 -0.12866043068957
POU2AF1 2.18145925558419e-05 2.36796386682711 BLCA 0.0725480019753154 -0.117285305715961
RBPMS2 2.18145925558419e-05 2.24327202911107 BLCA 0.0436336422472226 -0.0774144248611508
PKIG 2.18145925558419e-05 2.11572555761117 BLCA 0.0580654418863315 -0.0953260767288582
TGFB2 2.18145925558419e-05 1.93981216953296 BLCA 0.0609199790453101 -0.113138220912111
HGF 2.18145925558419e-05 2.54732302958242 BLCA 0.0622476349836949 -0.119575547572518
HIC1 2.18145925558419e-05 2.48436367772455 BLCA 0.0700402552151442 -0.126870261764608
IL6 2.18145925558419e-05 2.27469785860348 BLCA 0.0576394237780549 -0.108568411179554
GATA5 2.18145925558419e-05 2.60027256704572 BLCA 0.0591879006361336 -0.109941489623029
KLF9 2.18145925558419e-05 2.13843771224507 BLCA 0.0725388552937332 -0.145383049820066
GAS7 2.18145925558419e-05 2.41714957417155 BLCA 0.0678083684977367 -0.130605227294938
CD40LG 2.18145925558419e-05 2.50484836781358 BLCA 0.0711889304683174 -0.121303988779257
CD74 2.18145925558419e-05 2.44894982775223 BLCA 0.0636213759610558 -0.112778580905848
ERG 2.18145925558419e-05 2.06753631482692 BLCA 0.0785445717216074 -0.131315298613581
KLF2 2.18145925558419e-05 2.22602228003351 BLCA 0.0656416556803544 -0.106172744794921
LTF 2.18145925558419e-05 2.1602288845303 BLCA 0.0644542069548127 -0.10641539885931
LEFTY2 2.18145925558419e-05 2.66355750943586 BLCA 0.0725775460753562 -0.097728182105916
IFNG 2.18145925558419e-05 2.43781615343103 BLCA 0.0346878307837563 -0.0862095077983774
FASLG 2.18145925558419e-05 2.42262596437147 BLCA 0.0482547253018748 -0.114820407239566
PAX5 2.18145925558419e-05 2.08663488697228 BLCA 0.060329348543607 -0.103296580129509
DDX58 2.18145925558419e-05 2.00434723569451 BLCA 0.0530289402938799 -0.104214989358196
FOXP3 2.18145925558419e-05 2.48799530087502 BLCA 0.0605235104325321 -0.112046503508833
CXCL10 2.18145925558419e-05 2.44312294096232 BLCA 0.04980395949736 -0.117744619773258
RFX8 2.18145925558419e-05 2.262099123151 BLCA 0.0831749430999635 -0.13676844825984
STAT4 2.18145925558419e-05 2.15929666190697 BLCA 0.0600430450247732 -0.102717395567009
HLF 2.18145925558419e-05 2.27326173687422 BLCA 0.0517025104098996 -0.101624234786327
TNFRSF4 2.18145925558419e-05 2.16545068771504 BLCA 0.0618786363811087 -0.121614144447647
MN1 2.18145925558419e-05 2.48444917683525 BLCA 0.0579186819968048 -0.136864165028202
KLF17 2.18145925558419e-05 2.52114259595541 BLCA 0.0819038960402862 -0.121594410687909
PIM2 2.18145925558419e-05 2.40927570445749 BLCA 0.0429446986851126 -0.103304057885761
CSF2 2.18145925558419e-05 2.1840942142344 BLCA 0.0403051257171095 -0.107521080836115
ZNF683 2.18145925558419e-05 2.2290388652569 BLCA 0.062448824150069 -0.100036099674276
WWTR1 2.18145925558419e-05 2.15283314112835 BLCA 0.0870190582410224 -0.153092534688122
TNFSF8 2.18145925558419e-05 2.44463203485425 BLCA 0.0720602912749112 -0.138878427042066
OSM 2.18145925558419e-05 2.44537520674469 BLCA 0.0450098235213452 -0.096701592108418
ZFHX4 2.18145925558419e-05 2.12547825017584 BLCA 0.0796785042346019 -0.131099976898586
HTRA1 2.18145925558419e-05 2.32680425059468 BLCA 0.0780861058566209 -0.133503632698508
ETV1 2.18145925558419e-05 2.35913020958511 BLCA 0.049862066241448 -0.133079937098932
NTRK3 2.18145925558419e-05 2.12443824100111 BLCA 0.0490452610480579 -0.0567570702259206
ADGRG3 2.18145925558419e-05 2.1670545085851 BLCA 0.0652642125668033 -0.11348937680451
TWIST1 2.18145925558419e-05 2.03707323647322 BLCA 0.0543966110225968 -0.132511615282181
HAND1 2.18145925558419e-05 2.35780983373407 BLCA 0.0678558296801343 -0.102886010426589
CSF3 2.18145925558419e-05 2.26528523610268 BLCA 0.0459235531725066 -0.0919347043796161
GATA6 2.18145925558419e-05 2.07753205360538 BLCA 0.0821294823337981 -0.139215396222239
SNAI1 2.20727810667831e-05 2.1093734731162 BLCA 0.0640033580101742 -0.153998693333804
EBF2 2.21842689447404e-05 2.23776586166561 BLCA 0.0847027826123216 -0.13473037352166
AICDA 2.25055883374408e-05 2.10197478719634 BLCA 0.0663351789531695 -0.120948314804526
TNFSF4 2.25055883374408e-05 2.26168034914401 BLCA 0.0868511153691048 -0.163524563915088
TWIST2 2.25055883374408e-05 2.29871101530893 BLCA 0.0605019463629318 -0.105585591744698
CAMK2A 2.44174516900954e-05 2.11372844668101 BLCA 0.0692030985211035 -0.130410439529498
TRIM22 3.35522892250859e-05 1.69448571045495 BLCA 0.0578475827239484 -0.1046129983751
BATF3 3.53554030222454e-05 1.79178116086189 BLCA 0.0576783800100835 -0.128358026274904
ERBB4 3.83551669504159e-05 -2.18834737641919 BLCA -0.138456948196135 0.245040465710732
SCX 4.00920947924486e-05 -2.23076045995718 BLCA -0.0471018906702523 0.138078023509909
NR4A3 4.07682549404258e-05 2.00640960239775 BLCA 0.090044409152046 -0.146874714772844
FOXS1 4.1943110631934e-05 2.04394759170975 BLCA 0.0403663661863392 -0.07812309507654
VAV1 4.26785028381204e-05 2.04452633591624 BLCA 0.0384618723349254 -0.112893658053559
CYTL1 4.38463041112275e-05 2.02302735789569 BLCA 0.0712900851405828 -0.0976810631002081
ZNF547 4.68077316758167e-05 -2.33459852693011 BLCA -0.0907195205346965 0.169493107980974
HNF1A 4.7017172486727e-05 -2.19649339895095 BLCA -0.0338996312315176 0.0419607651303868
CHP2 4.70311504560278e-05 -2.49846025175334 BLCA -0.0509173667561882 0.106840649774798
L3MBTL1 4.70311504560278e-05 -2.49796382236953 BLCA -0.0702045990627431 0.130975259908242
MSTN 4.70311504560278e-05 -2.41298909382097 BLCA -0.0443945558311921 0.0974384420745521
EMX2 5.13296398189265e-05 -2.30980559741521 BLCA -0.0277040294115855 0.120062348986236
KLHL31 5.15722774516843e-05 -2.200792891784 BLCA -0.0449904333264078 0.107037849413661
PCGF3 5.15722774516843e-05 -2.3935507131765 BLCA -0.0575397169984233 0.113468460573171
OGT 5.47152319346993e-05 -2.5082311186771 BLCA -0.0719181978787625 0.139080023088319
SMAD6 5.47152319346993e-05 -2.07499902216343 BLCA -0.0638043127776459 0.170904689668058
PABPC1L 5.47152319346993e-05 -2.51235966316144 BLCA -0.0553540152513844 0.12130486157462
MZF1 5.47152319346993e-05 -2.69061725989495 BLCA -0.0669391084019958 0.148006363211223
PNN 5.47152319346993e-05 -1.97558303154606 BLCA -0.0726267187457134 0.134101228627525
ZNF846 5.47152319346993e-05 -2.17460154184326 BLCA -0.047678390998323 0.117254961628642
NOG 5.47152319346993e-05 1.96343191157418 BLCA 0.0801965545533877 -0.115958190845256
RPL6 5.47152319346993e-05 -1.91178616104843 BLCA -0.0445041009157547 0.0891982758581107
ZNF23 5.47152319346993e-05 -2.51773759119217 BLCA -0.0466845940769974 0.098722345869331
SOX18 5.47152319346993e-05 1.99194589801395 BLCA 0.0817105398545628 -0.14369656133599
RECQL5 5.47152319346993e-05 -2.01072269192136 BLCA -0.0636134123983938 0.142775966503382
ERN2 5.47152319346993e-05 -2.54649701626566 BLCA -0.0466418009804076 0.116792015065395
SHH 5.47152319346993e-05 -2.54768997959666 BLCA -0.0517347658985656 0.117885014465286
EHF 5.47152319346993e-05 -1.84068725400506 BLCA -0.0249947032019428 0.0856190358236511
SS18L1 5.47152319346993e-05 -2.14754849250125 BLCA -0.039115890558768 0.0623775917235835
EVX1 5.47152319346993e-05 -2.64649495810019 BLCA -0.0562078598733926 0.129807716908311
CRAMP1 5.47152319346993e-05 -2.18973951979736 BLCA -0.0520356157738012 0.100246723265373
IHH 5.47152319346993e-05 -2.47568685216182 BLCA -0.0354420377030033 0.0832301044652753
LHX4 5.50934348493331e-05 -2.7601786261318 BLCA -0.0663460862770468 0.119656654533203
PKIA 5.50934348493331e-05 -1.92206757749076 BLCA -0.0308689936815384 0.132705554133761
INO80B 5.50934348493331e-05 -1.97670041860507 BLCA -0.0592920681226703 0.117585485904716
ARGLU1 5.50934348493331e-05 -2.1566813654191 BLCA -0.0370141962070549 0.110215670544761
ZNF638 5.50934348493331e-05 -2.03258200624335 BLCA -0.0731660275766966 0.145817163307968
NR1H4 5.50934348493331e-05 -2.32050529605154 BLCA -0.022680682387234 0.0820658397311851
PRDM14 5.52204413878615e-05 -1.91911969327762 BLCA -0.0501573812365874 0.0885842919033211
KAT2A 5.52204413878615e-05 -1.99501409190312 BLCA -0.0609454935417423 0.14512818274784
ANKRA2 5.52204413878615e-05 -1.82756789607044 BLCA -0.0597572208584139 0.113864783764763
PAXBP1 5.52204413878615e-05 -2.25301032328607 BLCA -0.0596997237409533 0.114016156981154
GCLC 5.52204413878615e-05 -1.78987691060524 BLCA -0.0674271793938426 0.124342463721035
SPDEF 5.56499432069769e-05 -2.61314208868386 BLCA -0.0397728246368149 0.112167592105638
ZNF91 5.58260352108383e-05 -2.04437654840962 BLCA -0.0566673747954034 0.143084293003158
RORC 5.58260352108383e-05 -1.9214132562053 BLCA -0.0400248900484406 0.0994493568863642
SARNP 5.58260352108383e-05 -2.13793753795573 BLCA -0.0473863941587718 0.0770148028491414
ELP6 5.58260352108383e-05 -2.07264656131828 BLCA -0.0498912606038005 0.112075991998314
FAM200B 5.60774851408738e-05 -1.93560055683413 BLCA -0.0377174542171703 0.0930557371739704
ZNF789 5.66426670884322e-05 -2.61293423347842 BLCA -0.0711083277392136 0.141938096614554
ZNF737 5.66426670884322e-05 -2.24452483363596 BLCA -0.0486435906491054 0.11521862458206
MKX 5.66426670884322e-05 1.9958146010147 BLCA 0.0777901936029086 -0.136213485854127
CENPT 5.66426670884322e-05 -1.97872422176402 BLCA -0.0409615011769889 0.0827068853101364
TRIM52 5.66426670884322e-05 -2.54157569433844 BLCA -0.0824363522893629 0.166452001633352
DDX39B 5.66426670884322e-05 -2.6555702787226 BLCA -0.0711937676441632 0.120299135678524
ATOH8 5.66426670884322e-05 -2.25096193948949 BLCA -0.0436858191978236 0.0978770003562918
ID1 5.66426670884322e-05 -2.04202416564556 BLCA -0.0557532244868706 0.132336997120846
SRC 5.66426670884322e-05 -2.17753701175967 BLCA -0.0581928065239202 0.164162673333772
TRIM31 5.66426670884322e-05 -2.7604767382929 BLCA -0.0384009148743902 0.110766985648208
CCNL1 5.66426670884322e-05 -2.46175251578119 BLCA -0.0868902207158559 0.196728279576326
ZGLP1 5.66426670884322e-05 -2.38421700109039 BLCA -0.046832082140572 0.0903684132712205
ZNF20 5.66426670884322e-05 -2.08435545035962 BLCA -0.038939073625474 0.0880158465809387
LPIN3 5.66426670884322e-05 -2.46556788835922 BLCA -0.0631860126587279 0.114997727867979
ZNF224 5.66426670884322e-05 -2.24458421759404 BLCA -0.0692211704288198 0.148338699970969
HNF1B 5.66426670884322e-05 -2.53495566054354 BLCA -0.0447722846604936 0.132871435889724
BHLHE41 5.66426670884322e-05 -2.04399473764994 BLCA -0.0268821634616655 0.110968745599034
ZNF169 5.66426670884322e-05 -2.61211474547827 BLCA -0.0635495182781251 0.119722034791312
BMP3 5.66426670884322e-05 -2.34689592992712 BLCA -0.037893182073111 0.127094173987029
TFB1M 5.70893298345289e-05 -1.89834775405804 BLCA -0.051160282037577 0.108967718447832
RARG 5.70893298345289e-05 -1.87376338411764 BLCA -0.0519441474787258 0.118630442580602
SIRT6 5.72480533617284e-05 -1.72143178058873 BLCA -0.0347400810754006 0.0596700494971427
GDF15 5.72480533617284e-05 -2.17661872232328 BLCA -0.0204124938543192 0.103640309089396
ASCC2 5.75066570061404e-05 -2.05655813623458 BLCA -0.0434027507071626 0.105127013842988
PARP15 5.78239453981209e-05 1.94164230376548 BLCA 0.0407953094152644 -0.0772840836419319
OVOL2 5.81380732099759e-05 -2.02011508921305 BLCA -0.0402551588576648 0.120781067467252
BAMBI 5.84072961762953e-05 -1.77322621388682 BLCA -0.0465326561857716 0.115019400624325
ZNF852 5.84072961762953e-05 -2.31729552434176 BLCA -0.0666243351516793 0.141822400688619
AGER 5.84072961762953e-05 -2.82524412768633 BLCA -0.074110579379086 0.122376636693356
ZNF345 5.84072961762953e-05 -2.25660621708282 BLCA -0.0762853005217381 0.147244854361985
CDK5RAP3 5.84072961762953e-05 -2.18917955905223 BLCA -0.056992067350487 0.13205701783008
ZNF805 5.84072961762953e-05 -2.24168390970073 BLCA -0.054096048410429 0.0975890681600677
MYSM1 5.84072961762953e-05 -2.47288678920967 BLCA -0.066879817683148 0.141124459204057
HDAC10 5.84072961762953e-05 -2.388059440366 BLCA -0.0587201390749661 0.114460591366723
CARD16 5.84189028159553e-05 1.71609370718938 BLCA 0.0604008724392137 -0.0945804551604388
GTF2IRD2B 5.84212098856627e-05 -2.0895387235528 BLCA -0.0566236616692556 0.124407280730469
ZNF410 5.84584713276772e-05 -2.24716964174859 BLCA -0.0501826005226863 0.0832116951295417
ELF5 5.8690752082332e-05 -2.84849906137483 BLCA -0.0291014621571499 0.112460450911743
MED31 5.8690752082332e-05 -2.05683639762004 BLCA -0.0458851539681408 0.0853628117335336
ZNF337 5.90260061746216e-05 -2.8115370017277 BLCA -0.0546674431764609 0.0990243395461396
MAPK10 5.90260061746216e-05 -2.15193040677045 BLCA -0.0432401626111457 0.0945393553492014
ZMYM6 5.90260061746216e-05 -2.17556779778443 BLCA -0.0915000408036814 0.162649903448104
ZNF69 5.90260061746216e-05 -1.72818664237768 BLCA -0.0416271928611332 0.112101795159467
ZNF354B 5.90260061746216e-05 -2.20921070579733 BLCA -0.0443791806262219 0.0957937058800416
DMTF1 5.90260061746216e-05 -2.29858880512674 BLCA -0.0637328180525529 0.138588233551292
ZBTB49 5.90260061746216e-05 -2.1056282118816 BLCA -0.0408260080837335 0.0751652620517166
PLA2G10 5.90260061746216e-05 -2.4885572713066 BLCA -0.0499553839263663 0.120459486985344
KLF3 6.01155732340215e-05 -2.15714718709299 BLCA -0.039659181734042 0.113763048740661
PRDM10 6.01155732340215e-05 -1.87897153524653 BLCA -0.0485960132756577 0.100014283351273
RIPK4 6.01155732340215e-05 -1.68610090850327 BLCA -0.0379291074375446 0.0798260502358943
TSSK4 6.02654238183381e-05 -2.7415047879946 BLCA -0.0597939279940041 0.120551122404432
ZNF799 6.02654238183381e-05 -1.75261436028805 BLCA -0.0490302283021061 0.12448937576227
ZNF223 6.02654238183381e-05 -1.79913102952038 BLCA -0.0665095530012793 0.143577604782682
ZNF81 6.02654238183381e-05 -2.11265567297564 BLCA -0.0536216850279835 0.0966342716398829
CCNL2 6.02654238183381e-05 -2.8975012864213 BLCA -0.0703574826576809 0.133544684927903
GTF2H4 6.02654238183381e-05 -2.35965412572421 BLCA -0.0581499522940377 0.10828889714483
NR2C2 6.02654238183381e-05 -2.18687159071269 BLCA -0.0552124377702619 0.104835293220366
SKOR1 6.02654238183381e-05 -1.89810976625317 BLCA -0.0680098708026866 0.15431301806876
ZNF44 6.03360302218749e-05 -2.09385287885182 BLCA -0.0678347333562737 0.146151962982702
PIK3R2 6.03360302218749e-05 -1.97104902340541 BLCA -0.0573740411419828 0.12080043286417
HAS3 6.03360302218749e-05 -2.06208448497119 BLCA -0.0683678669657512 0.147127051381552
GPS2 6.0404831313678e-05 -2.92044561915723 BLCA -0.0772771960049287 0.123958265768296
ADGRF1 6.0404831313678e-05 -2.53562695308303 BLCA -0.034845740774238 0.10926489884833
HSF4 6.12854536349278e-05 -2.21373092132532 BLCA -0.0392665853399765 0.104462269607852
